Location,Region Name,Zone Name,lat,lng,Number of staff,Number of Doctors,Percentage of underweight Children,Proportion of children 6-59 months with severe acute malnutrition,Proportion of HHs using latrine,Malaria rate,Proportion of  households covered with mosquito bed nets(LLIN),Proportion of functional 1 to 5 networks,Health budget utilization,Essential drugs availability,Integrated Supportive supervision,Reporting completeness
erer,somali,somali,10.1968723131,41.492498756,106.0,0.0,0.0,1019.99873161,1806.50476074,14.7362571564,749.162506103,2630.31744385,200.0,686.0,758.333312988,171.428573608
erob,tigray,tigray,14.4902136777,39.6763049498,106.0,0.0,2128.19250679,597.329980731,46525.495575,1.88075382805,749.162506103,20040.0,200.0,1333.0,5491.66662598,11150.000061
essra,snnpr,dawro,6.84121206811,36.8814772177,157.0,0.0,521.939632773,383.464976288,5654.68121338,3.95409255981,1841.14154053,4955.70609283,39.5152778625,1039.5,1204.59178162,7915.88232422
estie,amhara,south gondar,11.3825783935,37.9250348111,524.0,0.0,18579.3028717,5414.32116127,273861.517822,79.7944820557,3010.4375,68543.9666901,1381.30651855,5304.0,28972.3803711,47005.0
ewa,afar,afar,11.8898791873,40.0634194244,0.0,0.0,4165.98209381,1496.34082603,2902.10922241,7.82426057434,394.40637207,75.0,200.0,474.0,3466.66668701,1466.66666412
ezha,snnpr,gurage,8.12724079123,38.0380693636,140.0,0.0,189.097814143,15.3491870649,9498.19104004,0.726702896595,997.949737549,28815.1181641,141.148414612,1039.5,8811.55584717,2500.33670044
fagita,amhara,awi,11.0790901625,36.893833477,193.0,0.0,2454.1235114,729.122100949,26707.1672363,36.3236429443,1162.99755859,23057.3404846,542.959960938,1772.0,10525.7574463,15673.8095398
fantalle,oromiya,east shewa,8.91082065384,39.880925014,123.0,0.0,5749.3946991,3939.87781334,3688.50549316,17.5686539917,432.30569458,20419.0616455,41.1764717102,1473.0,3225.0,7500.0
farta,amhara,south gondar,11.8409174506,38.0691803599,283.0,0.0,4461.04571152,2042.77392805,35921.9696045,22.8650689392,486.223052979,23347.6227722,906.120117188,2759.0,11600.0,24035.1074219
fedis,oromiya,east hararge,9.02617357296,42.1510990118,119.0,0.0,7460.28709412,2805.65138412,6592.23742676,9.204106987,1900.0,23843.669342,100.0,1374.0,5174.99990845,12029.166687
ferefer,somali,somali,5.50409568032,45.2148668729,42.0,0.0,1049.52899361,431.953797817,372.892372131,2.06853469849,749.162506103,1900.0,200.0,190.0,50.0,1804.41175461
fiik,somali,somali,8.07168149416,42.3645824118,84.0,0.0,720.152669907,302.40259552,14350.9801255,0.4,500.0,18915.9616089,200.0,231.0,4466.66665649,1500.0
filtu,somali,somali,5.08361230004,40.8816019217,106.0,0.0,1426.4037137,537.007083893,1441.75030518,2.78151634216,749.162506103,946.210510254,200.0,376.0,100.0,1271.58385849
finot selam town,amhara,west gojam,10.681103,37.259617,95.0,0.0,53.2583140172,2.31615284085,1600.0,3.5993909111,200.0,4367.92152405,90.971572876,1091.0,5503.15789795,12500.0
fitche town,oromiya,north shoa,9.786816,38.736119,86.0,0.0,81.1712319553,145.003164172,14350.9801255,1.16498812771,749.162506103,18915.9616089,172.142974854,463.0,1700.0,3025.0
fogera,amhara,south gondar,11.8826143111,37.7659901672,324.0,0.0,5176.21935272,1701.27314258,24361.9676514,25.4225305176,1922.20471191,10657.9622726,900.0,2942.0,14733.333107,42670.2379913
g/afeshum,tigray,tigray,14.2357461576,39.3832859463,84.0,0.0,2862.59643173,412.099624395,285661.955017,15.7357617493,875.714294434,46869.2722168,67.9283065796,1429.0,9994.72213745,11816.6666565
g/bakiksa,somali,somali,5.89945259043,41.2267465001,106.0,0.0,495.606615067,305.579135895,500.0,0.592964862823,749.162506103,18915.9616089,200.0,53.0,466.666656494,759.803909302
g/damaole,somali,somali,6.6121,40.481,106.0,0.0,415.938510895,155.979325771,14350.9801255,0.110713216543,749.162506103,0.0,200.0,28.0,4466.66665649,400.0
g/kore,dire dawa,dire dawa,9.58798,41.85461,48.0,0.0,206.09811005,460.087142676,14350.9801255,0.0419638095498,749.162506103,18915.9616089,189.899353027,613.0,50.0,3416.66671371
galadi,somali,somali,6.71182836282,46.3789511044,106.0,0.0,5199.80979156,2030.80604362,93.4116363525,4.38062354279,749.162506103,2850.27358055,200.0,244.0,400.0,2483.62330246
galana,oromiya,borena,6.04326569341,37.9882097767,38.0,0.0,2793.58945084,2212.0332644,27912.6156006,11.406811264,933.193664551,27926.449707,200.0,1402.0,8953.33319092,12748.4020386
gambella woreda,gambella,gambella,8.11771747467,33.9822821048,106.0,0.0,346.351449966,231.956881344,895.965515137,9.01239374733,749.162506103,1563.18985939,200.0,425.0,100.0,1760.91269588
gammachis,oromiya,west hararge,8.88337119087,40.9943627197,65.0,0.0,14785.7781372,5693.93941116,12701.6452637,1.88269646645,2266.05859375,46618.250061,66.5939331055,1527.0,8079.16662598,5441.86990356
garbo,somali,somali,7.57689863243,42.9571831664,22.0,0.0,209.500473022,64.0188159943,200.0,0.691666656494,749.162506103,18915.9616089,200.0,104.0,200.0,700.0
gasara,oromiya,bale,7.36841509242,40.1559456239,263.0,0.0,2474.52467632,615.499299765,196672.150879,0.972564098358,600.0,20205.1111755,500.0,1140.0,14050.0001221,14824.5003052
gashamo,somali,somali,8.2887187527,44.8134829731,106.0,0.0,774.885129929,529.088076353,1172.99578094,8.18610098267,749.162506103,1371.90478516,200.0,264.0,763.88885498,2120.0
gawo kebe,oromiya,kellem,9.10623351104,34.9224187268,132.0,0.0,6319.88891602,3004.07749557,41555.7670898,11.1728754044,2789.97998047,48533.3638916,272.655944824,1244.0,23621.0526123,18135.0934143
gazgibla,amhara,waghimra,12.3173913736,39.057137456,106.0,0.0,9528.35546875,8902.22219849,424053.341553,2.23662515259,749.162506103,26865.9705772,200.0,818.0,10866.666626,9700.0
gechi,oromiya,ilu ababor,8.28924586648,36.4890707086,52.0,0.0,2934.22100449,1100.56298518,14350.9801255,0.611352515578,400.0,54058.0600586,62.7227325439,964.0,100.0,8448.75
gedeb,snnpr,gedeo,5.918342,38.2505,260.0,0.0,271.889000535,491.043752253,449.636863708,0.955592281342,749.162506103,1565.27914906,45.2031326294,1039.5,254.004367828,4616.62714481
gedebano gutaze welene,snnpr,gurage,8.30106628649,38.1892155161,127.0,0.0,698.054303646,240.35987246,1244.13038254,1.02369176435,18.4108524323,928.447534561,285.663482666,1039.5,444.728897095,6336.32482147
gelealu,afar,afar,10.2839007334,40.4627299821,106.0,0.0,10152.9612885,3984.62540436,14350.9801255,6.59220363617,749.162506103,5850.0,200.0,549.0,80.0,1889.16664124
gena,snnpr,dawro,7.15511040182,37.3243958861,175.0,0.0,413.34142971,24.3506164178,14582.8549805,9.93864550781,627.074462891,9825.01335144,567.945739746,1039.5,2352.01769257,6947.41229248
gendeewuha,amhara,north gondar,12.782045,36.407532,37.0,0.0,30.650316745,1.94416967034,14350.9801255,1.60439468002,749.162506103,18915.9616089,74.8250808716,305.0,100.0,600.0
genji,oromiya,west wollega,9.02263502265,35.5877074124,21.0,0.0,1433.52971178,820.115483373,20557.0091553,6.75486994553,73.1707305908,35885.4093018,82.5,392.0,8711.5604248,1054.62962723
gera,oromiya,jimma,7.69601864151,36.2220944603,99.0,0.0,2574.61790085,607.199448824,21396.9880371,2.36784870911,749.162506103,39157.7546997,357.474639893,1303.0,6041.86474609,38708.3497772
gesha,snnpr,kaffa,7.62888965513,35.6965511059,116.0,0.0,32.0832670778,7.25596674532,796.907279968,0.426186014652,749.162506103,1925.4896431,85.7856903076,1039.5,539.678928375,2362.66665649
geta,snnpr,gurage,7.91110734678,37.962136672,203.0,0.0,419.409591675,266.037796021,6755.42584229,0.217619046211,749.162506103,19170.9093018,300.0,1039.5,7851.9230957,11200.0
gewane,afar,afar,10.4961616917,40.7699474126,106.0,0.0,1731.37264156,4799.3009491,809.458251953,5.6489926157,100.0,463.928573608,200.0,563.0,4833.33331299,6049.72221375
gewata,snnpr,kaffa,7.55136818323,35.9809385828,109.0,0.0,23.3981910944,7.71223424003,852.626945496,0.206888493657,324.734718323,1954.03342438,246.334636688,1039.5,560.151477814,2319.99998856
geze gofa,snnpr,gamo gofa,6.3480215818,36.7934574687,140.0,0.0,26.6708093435,3.79867780581,754.183952332,0.972949653625,749.162506103,2188.25768661,179.996208191,1039.5,576.56634903,2388.72794342
gibe,snnpr,hadiya,7.72824096032,37.6571052268,241.0,0.0,6771.23558807,2771.04602432,9490.03186035,3.63258607101,600.0,17994.0800781,1058.42514038,1039.5,5915.31420898,4800.0
gida ayana,oromiya,east wolega,9.89807610929,36.6392357146,27.0,0.0,3595.58763742,1349.88926572,435.942932129,16.8669478302,749.162506103,25028.7023926,46.0175056458,1091.0,2125.0,6600.0
gidami,oromiya,kellem,8.88299291502,34.402618581,315.0,0.0,1238.85894012,264.311611772,22434.1582031,15.4437462921,2800.0,51206.1634521,500.0,1093.0,17785.6904297,14753.9178696
gidan,amhara,north wollo,12.0708154112,39.3158061197,106.0,0.0,13227.3049011,2022.362041,124028.118744,3.27711621094,749.162506103,21270.1303868,200.0,1887.0,7591.66665649,16256.6666565
gimbi town,oromiya,west wollega,9.184165,35.833325,144.0,0.0,100.281166434,145.479079321,2498.39635468,0.821515732944,749.162506103,1232.24186707,70.6985015869,840.0,2749.99996948,8885.51727295
gimbi,oromiya,west wollega,9.14528074802,35.898571224,107.0,0.0,1415.4329263,490.48233968,34417.7556152,10.0517717514,3300.0,46589.0766602,400.0,918.0,10566.666748,9397.36842346
gimbichu,oromiya,east shewa,8.99846063499,39.196130447,102.0,0.0,377.265658379,82.9688766897,89457.7462158,0.1,749.162506103,54316.7980957,0.0,1039.0,17002.77771,12537.0524445
gimbo,snnpr,kaffa,7.35516601843,36.219848931,114.0,0.0,23.8760226779,12.3240297362,769.802703857,0.642656500816,120.518463135,1991.04470062,137.405887604,1039.5,527.943523407,2315.07034302
gindeberet,oromiya,west shoa,9.64901894645,37.7699071659,106.0,0.0,9209.0524919,1134.28605586,15861.3948364,21.1123790283,749.162506103,35941.3624878,200.0,1443.0,13100.0000305,11403.5714722
ginnir town,oromiya,bale,7.138664,40.712156,41.0,0.0,1731.37264156,730.879030257,14350.9801255,0.5,749.162506103,18915.9616089,200.0,0.0,4466.66665649,12100.0
ginnir,oromiya,bale,7.11403688012,40.707676897,138.0,0.0,4203.95907974,1511.94104767,37517.6434937,0.835,690.196228027,21799.9387054,200.0,1914.0,10616.6668091,24273.4821777
girar jarso,oromiya,north shoa,9.77704355346,38.7526369251,34.0,0.0,12218.035408,3672.60273993,3300.0,5.44497772217,100.0,29112.3643799,200.0,664.0,3900.0,6672.1428833
girawa,oromiya,east hararge,8.22300552442,41.8518662085,120.0,0.0,14744.0657654,7829.60759735,33862.3673096,8.94763091278,749.162506103,42415.3134766,760.0,2540.0,13455.7391357,20893.4100952
girja,oromiya,guji,6.15018849941,39.2203392129,56.0,0.0,4025.83034134,2034.86703491,12545.1964111,2.88333344269,0.0,6247.11471748,300.0,1055.0,13533.333252,8196.54241943
gisherabel,amhara,north shoa,10.5773359224,39.5983619304,52.0,0.0,5035.41293716,490.362050653,7883.78637695,0.8,141.666671753,16012.4250793,100.0,989.0,9933.33337402,8739.99993896
gobu sayo,oromiya,east wolega,9.16136442947,36.9632225051,48.0,0.0,943.895700455,208.423636317,2347.88342285,6.83826840687,700.0,6631.25175476,200.0,524.0,2116.66662598,6175.0
gode,somali,somali,6.10809152424,43.5328110578,106.0,0.0,200.0,225.0,1850.0,0.2,749.162506103,500.0,200.0,113.0,4466.66665649,157.575752258
godere,gambella,gambella,7.24240598136,35.2584810983,106.0,0.0,669.35063839,391.773033381,8036.58984375,16.8204836121,749.162506103,5721.34589005,200.0,364.0,2226.9230957,4902.0703907
gog,gambella,gambella,7.60912844597,34.2921409296,74.0,0.0,635.190613031,851.85072732,1552.83624268,13.4172928772,749.162506103,2746.47989082,100.0,658.0,50.0,4637.40193558
gola-oda,oromiya,east hararge,8.39887501987,41.5626050048,0.0,0.0,5332.38955307,2841.18708324,3093.14379883,2.42884873199,1700.0,20744.6917343,200.0,895.0,2233.33334351,5316.66666412
goljono,somali,somali,8.859785,42.68729,106.0,0.0,964.86661911,530.480702877,250.0,0.0733333358765,749.162506103,300.0,200.0,56.0,40.0,166.666664124
gololcha,oromiya,arsi,8.27241131927,40.2130977922,106.0,0.0,12940.7651443,6804.88862991,11017.420105,11.7197018127,749.162506103,11566.356781,200.0,1080.0,6666.66665649,8771.32158661
gololcha,oromiya,bale,7.54791125311,40.6049568559,66.0,0.0,1939.48735428,963.948264122,65129.2873535,2.08639851809,997.565185547,22970.9384155,199.985671997,1276.0,8130.55551147,13384.4709778
gombora,snnpr,hadiya,7.57532655316,37.6166655241,198.0,0.0,2018.30002403,1793.83562022,7971.31341553,8.19601713562,749.162506103,10489.7125854,400.0,1039.5,5197.29470825,4739.58332825
gomma,oromiya,jimma,7.86782546973,36.5798707239,178.0,0.0,6778.45951843,156.074178457,31573.9389648,9.92116741943,2700.0,48055.5628967,910.0,3192.0,26218.6901855,29609.8127213
goncha,amhara,east gojam,11.0767679876,37.6359186805,170.0,0.0,966.576376915,413.077212334,71929.5925293,36.3705848389,2668.50195312,60246.2332764,700.0,2052.0,22500.0,19536.9047852
gondar zuria,amhara,north gondar,12.4261125477,37.5543926615,224.0,0.0,4300.76457214,2936.5556426,166899.288788,27.1257761841,1229.86328125,61851.6945801,700.0,2034.0,15316.6665649,16983.333313
gonji kolela,amhara,west gojam,0.0,0.0,115.0,0.0,2346.31343222,375.451233149,17336.0842285,16.4800436401,1142.56811523,43635.4330444,409.162811279,1720.0,17266.6665039,20400.0
gorche,snnpr,sidama,6.84176379501,38.5952689127,86.0,3.0,2457.78374338,766.977532864,6261.19639587,0.370890849948,473.619216919,6575.88751984,149.501541138,1039.5,1608.75236511,2436.9213047
goro dola,oromiya,guji,5.46609429028,39.3778764524,42.0,0.0,2827.03083611,2452.10738564,41144.3338318,16.7668535767,600.0,14134.6213074,28.0,1076.0,3710.00003052,9246.66664124
goro,oromiya,bale,6.94504898646,40.5073087495,85.0,0.0,6765.83232355,2571.99132967,55650.7041016,2.2638888855,700.0,18915.9616089,264.123901367,1400.0,8721.94454956,12914.5771275
goro,oromiya,south wollo,8.42447256658,37.8860590318,81.0,0.0,4111.82396698,1037.56603527,8480.00518799,13.8528149719,1900.0,19852.9645691,100.0,1126.0,5666.66668701,10290.5072479
gorro gutu,oromiya,east hararge,9.42577823402,41.3470059734,65.0,0.0,10524.1459808,974.741520882,33792.6981201,0.927170467854,2120.34985352,50663.4249268,200.0,1539.0,10787.083252,13766.6666565
gozamen,amhara,east gojam,10.2349195674,37.5944157679,477.0,0.0,1771.95650196,300.864528179,55450.6306152,21.7073433533,749.162506103,52576.0405273,471.319702148,1976.0,25533.333252,23340.0
guagusa,amhara,awi,10.8239628445,37.0235879723,106.0,0.0,451.804651737,490.764922559,11329.6594238,22.9912303925,749.162506103,23072.2844849,200.0,1193.0,5783.33334351,9949.6449585
guangua,amhara,awi,10.7782320958,36.5004294364,99.0,0.0,237.735575795,113.739993855,12382.1005859,14.4986880112,1600.0,22703.612036,400.0,1115.0,402.77779007,11000.0
guba qoricha,oromiya,west hararge,8.92380230884,40.5209801106,92.0,0.0,10567.1624756,3215.80486679,26262.6552734,1.69593354845,1639.55322266,36332.3863525,437.529876709,1089.0,18426.6584473,11347.8806458
guba,benishangul-gumuz,benishangul-gumuz,11.4873931195,35.4521156623,59.0,0.0,2654.37535667,1367.4493795,7630.55981445,16.9719820251,300.0,13942.7327499,100.0,309.0,1400.0,2483.70097351
gubalafto,amhara,north wollo,11.7946909632,39.4961721944,106.0,0.0,11652.946106,1336.96721172,57585.1333008,5.69966559601,749.162506103,50726.0794849,200.0,1918.0,5619.99989319,17376.1904297
gudeya bila,oromiya,east wolega,9.36569219711,36.9216675091,127.0,0.0,1756.18650889,684.032848597,14350.9801255,2.99498804927,749.162506103,13193.8059387,200.0,554.0,0.0,7100.0
guduru,oromiya,horo guduru welega,9.44002598536,37.4198991786,68.0,0.0,2323.40162468,1623.03243336,42690.2211151,28.3845748291,600.0,45922.2138519,59.4256591797,1746.0,15956.4101562,14234.835144
gulelle,addis ababa,addis ababa,9.07147941649,38.7448599371,605.0,1.0,607.264464378,1326.70837605,14350.9801255,3.63370472717,749.162506103,18915.9616089,393.876708984,2612.0,1075.0,12975.3030396
gulina,afar,afar,12.1756988436,39.9736568647,6.0,0.0,2644.8416748,1031.5284977,1207.73358154,2.51945128632,366.644958496,632.496234894,200.0,264.0,1764.39611053,1069.09090424
gulliso,oromiya,west wollega,9.19060930428,35.3281985154,0.0,0.0,1336.95277739,267.994784355,24202.4777832,9.55491727638,215.0,39306.21875,90.8980865479,1352.0,10940.7141113,13107.222168
gulomekeda,tigray,tigray,14.405498081,39.4070981486,366.0,0.0,1395.61004829,359.642478228,63490.7962036,12.8994554749,998.188415527,40600.0,56.7075691223,1854.0,13816.6668091,17800.0
gumer,snnpr,gurage,7.96842202756,38.0593967274,143.0,7.0,603.926824212,1462.62029062,31611.3007812,0.72,749.162506103,16203.0366821,226.801979065,1039.5,3616.2147522,7364.32580566
gummay,oromiya,jimma,7.94682935118,36.441509415,78.0,0.0,1976.80114746,951.841588974,12838.3797607,2.53792793751,1000.0,22211.0491943,8467.86816406,906.0,9125.97088623,12127.1428833
guna,oromiya,arsi,8.32203625298,39.9255570195,106.0,0.0,2896.99205303,966.194835067,30546.9762573,0.3,749.162506103,25629.392334,200.0,813.0,12166.666626,11085.7142944
gunagado,somali,somali,7.88644527566,44.2488013465,106.0,0.0,790.278259277,324.177817345,14350.9801255,1.8010462265,749.162506103,790.0,200.0,83.0,4466.66665649,475.0
gura dhamole,oromiya,bale,6.2848650663,40.5688055534,25.0,0.0,3314.61537552,863.03133297,9512.01599121,0.316666668892,100.0,13215.6953583,40.7549362183,808.0,6444.52380371,7040.75576782
guraferda,snnpr,bench maji,6.89613036699,35.1686687579,82.0,0.0,35.1199270338,9.80710700527,1488.84244537,1.13546603584,749.162506103,1332.09212494,92.9315414429,1039.5,293.579911031,2687.10580444
gursum,oromiya,east hararge,9.30975206016,42.4590360076,119.0,0.0,10706.6826324,7422.05915833,200116.202148,3.14961502171,1389.31628418,54109.21698,100.0,2008.0,26375.3789062,18356.8000565
gursum,somali,somali,9.23334275991,42.6406401366,45.0,0.0,2935.85251999,1476.51796055,139.732879639,5.03341327405,749.162506103,1416.66666412,200.0,385.0,371.428573608,2913.33334351
guto gida,oromiya,east wolega,9.28016475621,36.5960442482,149.0,0.0,2251.62278175,609.040515423,5478.95320129,20.2193656921,749.162506103,26702.0609741,200.0,696.0,5800.0,6505.76721191
h/wajrat,tigray,tigray,13.134439001,39.5795862223,171.0,0.0,5529.6111908,950.62276268,64435.588623,12.3017033997,2023.35327148,54106.4641113,345.960540771,2231.0,14478.3656006,14734.2424011
hababo guduru,oromiya,horo guduru welega,9.81484175966,37.5164982565,78.0,0.0,688.168586493,706.92378664,587286.072266,19.0059385986,1299.0456543,12294.0515442,30.2142677307,1060.0,5018.33325195,11000.0
habiru,amhara,north wollo,11.6627434564,39.7665757398,106.0,0.0,13726.9354095,1981.19981003,42409.406311,7.59952501678,749.162506103,40368.4349976,200.0,2091.0,19390.0,15261.2392654
habro,oromiya,west hararge,8.75036270586,40.5269118331,102.0,0.0,13524.4211731,4926.78447914,108333.878662,2.21654220247,2729.75439453,45093.0107422,139.151306152,1219.0,8964.73217773,12971.1287956
hadeleala,afar,afar,10.318252904,40.2815009165,106.0,0.0,1685.17221069,148.104614258,14350.9801255,4.38402966309,749.162506103,2900.0,200.0,809.0,253.846160889,5126.09393311
hadent woreda,tigray,tigray,13.57705,36.77238,106.0,0.0,982.710008383,287.418735728,14350.9801255,1.85374193215,749.162506103,18915.9616089,200.0,617.0,750.0,3478.72340393
hadero tunto,snnpr,kembata tembaro,7.22218726588,37.6504439504,187.0,0.0,1453.33246803,392.393750787,2486.21481323,1.13954918957,292.608261108,5830.58036804,374.279495239,1039.5,1684.93515015,4700.0
hageremariam,amhara,north shoa,9.18896234453,39.3787139789,60.0,0.0,951.728178084,521.279274881,13788.4284668,0.416666666031,581.667663574,16915.4571838,178.591522217,986.0,6864.99995422,7439.76193237
hakim,harreri,harreri,9.278056,42.145833,47.0,0.0,292.355837584,154.449871182,678.901156425,1.62785009956,100.0,1721.39314651,99.8076934814,287.0,500.0,2835.10102844
halaba,snnpr,halaba,7.41120206141,38.2123098428,338.0,2.0,2946.02047348,905.033990383,27366.0266113,2.29628654909,1870.60083008,29624.6287842,105.995347977,1039.5,4127.3326416,2356.7902298
halu,oromiya,ilu ababor,8.15608908304,35.34537503,74.0,0.0,375.719362497,14.2857141495,7877.05059814,1.66280686069,0.0,22658.0054321,200.0,294.0,1550.0,4083.33334351
hamaro,somali,somali,7.64526250959,42.3435661408,86.0,0.0,305.815601826,267.490838051,133.59072876,1.39166665649,400.0,18915.9616089,200.0,218.0,200.0,1450.0
hambela wamena,oromiya,guji,5.92316538405,38.483713753,93.0,0.0,2711.85557985,3426.86139488,6535.23815918,0.170909088135,749.162506103,23451.7736511,200.0,1387.0,5571.66656494,10980.7144165
hamer,snnpr,south omo,4.94409534485,36.49148988,13.0,0.0,462.296093464,271.055228323,1926.76548767,4.23383577347,150.0,4644.05447483,2041.19128418,1039.5,1287.29006958,3276.04411697
haramaya,oromiya,east hararge,9.34253475671,41.9970719779,134.0,0.0,10723.8964691,5368.23721695,128593.083984,10.4472482224,200.0,30948.3608398,355.264007568,1932.0,8427.30761719,9399.92782354
harena buluk,oromiya,bale,6.41373654666,39.5344836273,34.0,0.0,2734.80209255,589.448063612,3206.05578613,0.319642857075,732.884521484,11748.9388809,500.0,1645.0,5416.66659546,19945.1718369
hargale,somali,somali,5.48451046249,42.3087851459,106.0,0.0,1390.13320923,430.274064183,3903.89117432,1.39090905762,749.162506103,1443.33331299,200.0,87.0,250.0,934.02117157
haro limu,oromiya,east wolega,9.81955238507,36.247701646,22.0,0.0,1827.13448524,769.844132662,2287.08795166,10.5905129509,749.162506103,24175.4880371,100.0,819.0,2600.0,5883.33334351
harshin,somali,somali,9.215244,43.593131,31.0,0.0,11092.9832458,5273.47493362,3142.49401855,0.414797180176,1282.4621582,76.6666660309,32.0996742249,358.0,1516.66664505,2114.56962967
haru,oromiya,west wollega,8.96220067916,35.8427574621,167.0,0.0,428.738009095,347.381226659,20341.2801971,2.94021155143,749.162506103,46021.5487061,283.806152344,721.0,12404.166626,7959.82144165
hawa gelan,oromiya,kellem,8.59927180143,34.9835503305,101.0,0.0,9166.96411896,3530.19708729,26827.9741211,5.46279070473,900.0,41936.5863037,287.496826172,1418.0,9977.63171387,13963.333313
hawassa z,snnpr,sidama,7.05088753764,38.3407656694,207.0,0.0,230.587591052,506.992132425,7283.19418335,0.824052370071,222.56851387,4019.12948608,369.120452881,1039.5,1201.95662689,4669.11499023
hawassa,snnpr,hawassa,7.048016,38.49427,761.0,16.0,63.3820518255,22.467595771,1312.05654907,1.25288583851,1396.57769775,2402.81118774,130.804794312,1039.5,1406.30451202,4523.19376373
haweliti woreda,tigray,tigray,0.0,0.0,112.0,0.0,699.979619265,21.7978779674,14350.9801255,1.34710154247,749.162506103,18915.9616089,108.29535675,629.0,216.666664124,1300.0
hawuzean,tigray,tigray,13.9687867866,39.3855041389,156.0,0.0,1887.04546833,564.750707984,37207.7928467,26.6615795898,686.29486084,55622.0587158,257.361877441,1400.0,15999.999939,12199.4872131
hawwi gudina,oromiya,west hararge,8.12405086946,40.7046877318,112.0,0.0,2267.41719484,855.56024152,14350.9801255,4.26028660822,771.139221191,25583.1878357,100.0,996.0,3100.0,6909.43225861
hedhebu abote,oromiya,north shoa,9.96192424361,38.5396098176,130.0,0.0,6712.15440369,1530.59184647,122061.175293,12.0536920166,419.35357666,25854.3273315,16.2835121155,1063.0,7496.03167725,11257.9624329
hetosa,oromiya,arsi,8.04413004187,39.2651745639,106.0,0.0,8100.6118927,4113.6973381,41601.3336792,2.73658701992,749.162506103,16722.8388977,200.0,1190.0,5416.66661072,8437.28851318
hinkolo wabe,oromiya,arsi,7.41362892478,39.4603638537,106.0,0.0,3174.56945038,554.897759199,3581.04486084,1.04978158379,749.162506103,6477.96104431,200.0,666.0,1100.0,7801.0
holota town,oromiya,finfine special,9.064889,38.49103,185.0,0.0,2013.96708107,243.075879201,50077.5783691,0.865,749.162506103,12133.0409546,197.909408569,945.0,4086.66668701,8002.77780151
homa,oromiya,west wollega,9.06262841876,35.7110838892,59.0,0.0,138.968868166,29.4399785399,10098.5714111,2.3374575758,200.0,20178.4363174,100.0,308.0,9458.33337402,2500.0
homosha,benishangul-gumuz,benishangul-gumuz,10.3037701924,34.5697911618,106.0,0.0,2557.58907604,1510.31460452,150493.271484,7.62623469543,749.162506103,23176.8769531,200.0,551.0,1466.66668701,6515.91181946
horoo,oromiya,horo guduru welega,9.66285415226,37.1301424709,110.0,0.0,1280.21800041,537.955136761,115277.458252,3.65795236206,749.162506103,24446.0941772,300.0,1612.0,9701.66676331,16363.1199951
hossana,snnpr,hadiya,7.552589,37.853179,129.0,0.0,63.2539315224,436.949152529,14350.9801255,0.582899716377,749.162506103,18915.9616089,174.216659546,1039.5,261.142856598,2561.35530853
hudhet,somali,somali,5.0717952311,40.1173490785,106.0,0.0,3455.95123291,5113.67192936,14350.9801255,3.82009984589,749.162506103,700.0,200.0,416.0,4466.66665649,2653.03031158
hula,snnpr,sidama,6.49622287,38.5625264573,219.0,0.0,3164.86684036,2099.52424908,5987.77944946,1.13085200262,749.162506103,15523.2944641,400.397796631,1039.5,3926.45565796,9354.24243164
hulbarag,snnpr,silte,7.770355,38.181202,164.0,0.0,78.0429610014,48.175632,1269.63941193,0.286024829447,210.165779114,2311.74220276,99.1279983521,1039.5,661.508472443,2400.0
hulet eju,amhara,east gojam,10.9806736715,37.9034527795,352.0,0.0,2414.83078432,650.61846596,127557.708496,25.752262085,3310.77807617,72774.1142578,1036.578125,3388.0,19696.1037598,26616.3157654
humbo,snnpr,wolayta,6.66920226315,37.8253937223,150.0,1.0,1606.50013733,523.697016448,6572.24172974,4.44282727051,1623.07037354,16703.5315552,193.752344131,1039.5,3697.25799561,4792.11309814
hurumu,oromiya,ilu ababor,8.24212913591,35.7832970095,41.0,0.0,1354.08842728,123.972634315,9710.11428833,4.39519406128,672.916687012,16946.6465912,200.0,552.0,4833.33328247,4835.18798828
ilfata,oromiya,west shoa,9.18681371792,37.926479405,32.0,0.0,2742.94739342,1129.56370765,7768.8442688,5.38708782959,600.0,11872.7156219,200.0,883.0,5066.66659546,6496.91175079
ilu,oromiya,south wollo,8.82334452225,38.3184006634,189.0,0.0,1268.48273432,97.7901474983,40074.713562,11.6979285278,1086.24328613,10164.3617601,251.079574585,868.0,4901.44226074,6111.90481567
ilugalan,oromiya,west shoa,8.881451,38.770464,174.0,0.0,2592.33014297,680.04393661,3053.61552048,5.7078315444,692.901062012,23533.3923645,100.0,926.0,10416.666687,17936.9458618
injibara,amhara,awi,10.958319,36.932452,89.0,0.0,13.0542122275,300.072780207,797.076026917,1.93291886902,749.162506103,2400.0,64.229385376,564.0,1299.99998474,5000.0
jabi tehinan,amhara,west gojam,10.6978627949,37.2727400514,189.0,0.0,267.580786645,18.1665854938,25626.8378906,30.436736145,300.0,59993.9615479,171.860046387,4970.0,30067.6472168,51900.0
jaldessa,dire dawa,dire dawa,9.713889,42.119722,26.0,0.0,1643.17570305,745.097567081,4674.28560257,2.66333332825,0.0,4111.11111069,200.0,539.0,1000.0,5150.0
jalduu,oromiya,west shoa,9.32151643108,37.9997035755,103.0,0.0,9931.76660919,5199.56380844,66112.265625,15.4931001892,1430.7623291,26991.1685791,61.6869697571,1580.0,13110.9219971,17602.3811035
